,Slow,Intermediate,Rapid,Average
0.02,1.0,0.999984261877623,0.9984686000959475,0.9996095677418065
0.1200000000000001,0.9999650877670497,0.9997624527845542,0.9958498543548685,0.9988357325657163
0.1600000000000001,0.9999594966765036,0.9992074214697254,0.9921605000280768,0.9976351703972687
0.1899999999999999,0.9999594966765036,0.9991554961989213,0.9907022537253398,0.9972449192660159
0.2200000000000002,0.9999566824520114,0.9988568963771054,0.9866208828489658,0.9960753368545442
0.25,0.9999566824520114,0.9987877628744228,0.9851523148050905,0.9956739031049766
0.29,0.9999566824520114,0.9987829270365479,0.9837964388940963,0.9953327701176362
0.3199999999999998,0.9999524409350453,0.9986336289260074,0.9826040586591939,0.9949591881222882
0.3500000000000001,0.9999504449270612,0.9984576116143536,0.9800105340292141,0.9942227846119557
0.3900000000000001,0.9999504449270612,0.9983857330884572,0.9787721390424917,0.9938774785115
0.4199999999999999,0.9999459287493327,0.9980193680843591,0.9778172252269082,0.9934546164882069
0.4500000000000002,0.9996227417989478,0.9975630655160633,0.9774574542832362,0.9930557325814794
0.48,0.9996227417989478,0.9972444104051997,0.9749061158415289,0.9922590481943553
0.52,0.9992278628613552,0.9963374632860326,0.9724863455050352,0.9911022915093957
0.5499999999999998,0.9992263658553673,0.9962980118781686,0.9711144443033014,0.9907394728835321
0.6200000000000001,0.9992263658553673,0.9962933276915359,0.9696380076884442,0.9903682981227594
0.6499999999999999,0.9992263658553673,0.9962782499424652,0.9681244466132262,0.9899826524178239
0.7799999999999998,0.9991582290686676,0.9959976702803818,0.9671940088002448,0.9895928804164553
0.81,0.9991582290686676,0.9959499159464464,0.9657668822626309,0.9892124888672453
0.91,0.9991571597786761,0.9958782494599018,0.9630238371542692,0.9884911405030007
0.9500000000000002,0.9991571597786761,0.9958278328468795,0.9616646473707647,0.9881263892805373
0.98,0.9991571597786761,0.9954897183703456,0.9576449116343263,0.9869531508676614
1.0099999999999998,0.9991571597786761,0.9954755185720164,0.9544684175724983,0.9861525223021155
1.08,0.9991449143042961,0.9952419207224301,0.9518416685212214,0.9853764643533193
1.1100000000000003,0.9991432509643096,0.9949529635490734,0.9494564233354923,0.9846357049988529
1.1399999999999997,0.9991359193634809,0.9945588013756896,0.9470517417657804,0.9838360695614686
1.1799999999999995,0.9991359193634809,0.9944266837925367,0.9441362776295229,0.9830416907028935
1.21,0.9991359193634809,0.9944213924669207,0.9427266418763993,0.9826869000785385
1.2400000000000002,0.9991002743007513,0.9939119094195397,0.9407555399000087,0.9819308342401842
1.2699999999999996,0.9990736578907143,0.9934339453047876,0.938256992810505,0.9810610242162879
1.34,0.9989409749390684,0.9926876143450905,0.9339849628153333,0.9795874556583566
1.37,0.9989314658187808,0.9920182766818199,0.9290922815181653,0.9780281536740767
1.41,0.9989314658187808,0.9917425309499475,0.927834131562277,0.9775759789277758
1.4400000000000004,0.9989314658187808,0.9916768290673222,0.9265971540844818,0.977234115260737
1.5,0.9989314658187808,0.9915262696353525,0.9237372387662298,0.9764443922798541
1.54,0.9989253114608302,0.9911234818218589,0.919871829007655,0.9752758300509808
1.5700000000000005,0.9989243758320876,0.9908587122750444,0.9171563036994321,0.9744648383934601
1.5999999999999996,0.9989243758320876,0.9908015449430092,0.9124749536743058,0.9732667938784674
1.6399999999999997,0.9989219767840299,0.9905058685256009,0.9096487450970572,0.9724123325667196
1.67,0.9989186866609796,0.98995328550695,0.9040409562676233,0.9707343208508653
1.7300000000000004,0.9987709001528287,0.9894478968292254,0.9016621510925998,0.9698503963849687
