,Slow,Intermediate,Rapid,Average
0.02,0.9999916023598548,0.999979372680211,0.9998824176660533,0.9999581892216303
0.06,0.9999587805690723,0.9998987547522372,0.9994231124863653,0.9997948402539195
0.0899999999999998,0.9999258511486805,0.9998178772682821,0.9989627166162818,0.9996310619717304
0.1200000000000001,0.9998875322119988,0.9997237687310528,0.9984274911957091,0.999440612140078
0.1600000000000001,0.9998294124223727,0.9995810431745255,0.997616765220985,0.9991520237334568
0.1899999999999999,0.9997812144742009,0.999462694194341,0.9969454175191323,0.9989129512313224
0.2200000000000002,0.9997294730932555,0.9993356558729293,0.9962256956982328,0.9986565539845927
0.25,0.9996744658956226,0.9992006121698647,0.9954616585550425,0.9983842581755884
0.29,0.9995964244022891,0.9990090418833991,0.9943796401843173,0.9979984401362765
0.3199999999999998,0.9995346036161219,0.9988573081361427,0.9935241423004331,0.9976932296675313
0.3500000000000001,0.9994701311921237,0.9986990842425717,0.9926334754762631,0.9973753186422909
0.3900000000000001,0.9993802636263435,0.9984785680726816,0.9913945704322601,0.9969328479575915
0.4199999999999999,0.9993100780426584,0.998306372283823,0.9904290863636682,0.9965878178154775
0.4500000000000002,0.9992376131767836,0.9981286073550671,0.9894341605057824,0.9962320726775579
0.48,0.99916295498078,0.9979454862907517,0.9884111446045951,0.9958660785172142
0.52,0.9990601318056908,0.9976933228513181,0.9870055406204015,0.9953628697719658
0.5499999999999998,0.9989806451014153,0.9974984218829849,0.9859215939889926,0.9949745457580323
0.5800000000000001,0.9988991974181225,0.9972987416694414,0.9848132869713236,0.9945772518076521
0.6200000000000001,0.9987876485986629,0.9970253121055938,0.9832992673220601,0.9940341247915289
0.6499999999999999,0.9987018408512869,0.996815016852165,0.9821376692660265,0.9936171107532373
0.6800000000000002,0.998614247129048,0.9966003782476491,0.9809546115015332,0.9931921137656301
0.75,0.9984031615026103,0.9960832762864431,0.9781148495586438,0.9921708170826536
0.7799999999999998,0.998309920877915,0.9958549251712061,0.9768654773950228,0.9917209742366389
