,Slow,Intermediate,Rapid,Average
0.02,0.9999156096885212,0.9997993395462584,0.99895402575527,0.9996257503455763
0.06,0.9999156096885212,0.9997993395462584,0.99895402575527,0.9996257503455763
0.0899999999999998,0.9999156096885212,0.9997993395462584,0.99895402575527,0.9996257503455763
0.1200000000000001,0.9997456481386018,0.9993952950483629,0.9968537266839462,0.9988736203733828
0.1600000000000001,0.9994896485611443,0.9987869277283041,0.9937059438770354,0.9977447673724791
0.1899999999999999,0.9994029603546215,0.9985809764760214,0.9926442729133363,0.9973635947572658
0.2200000000000002,0.9991427180573236,0.9979628767201076,0.9894698840931474,0.9962225684773504
0.25,0.999055506848062,0.9977558010560637,0.9884103646442871,0.9958412842065655
0.29,0.9989680844454548,0.9975482537034259,0.9873504150033842,0.9954596228110819
0.3199999999999998,0.9988802171690703,0.9973396802203427,0.9862872173435712,0.995076568103467
0.3500000000000001,0.9987042455789777,0.996922061111354,0.984164387544589,0.9943110711961963
0.3900000000000001,0.998615773752717,0.9967121437072658,0.9831003340509717,0.9939270334782301
0.4199999999999999,0.9985271904817088,0.9965019924493969,0.9820370903574079,0.9935430621896723
0.4500000000000002,0.9984385606958461,0.9962917614536365,0.9809754328924443,0.9931594380812434
0.48,0.9982609220481786,0.9958704924653258,0.9788540008644311,0.9923921931515455
0.52,0.9979938871058203,0.9952374520604025,0.9756809598268732,0.991242928886033
0.5499999999999998,0.997904775176744,0.995026262686485,0.9746263294580837,0.9908604952017491
0.5800000000000001,0.997904775176744,0.995026262686485,0.9746263294580837,0.9908604952017491
0.6200000000000001,0.9978155242530679,0.9948147749105747,0.973572167531907,0.9904780062068278
0.6499999999999999,0.9977254598948105,0.9946013910838368,0.9725105334847225,0.9900925781120244
0.6800000000000002,0.9977254598948105,0.9946013910838368,0.9725105334847225,0.9900925781120244
0.75,0.9977254598948105,0.9946013910838368,0.9725105334847225,0.9900925781120244
0.7799999999999998,0.9976349396859835,0.9943869590715867,0.9714456789860582,0.9897057506270851
0.81,0.9975443580364373,0.9941724134557048,0.9703822535774013,0.9893192117831746
0.8500000000000001,0.9975443580364373,0.9941724134557048,0.9703822535774013,0.9893192117831746
0.8799999999999999,0.9975443580364373,0.9941724134557048,0.9703822535774013,0.9893192117831746
0.91,0.9973626042543107,0.993742020014144,0.9682549287247857,0.9885452688191112
0.9500000000000002,0.9972712897293954,0.9935258355156577,0.9671893800610641,0.9881572629307297
0.98,0.9969969389489187,0.9928765132255365,0.9640008977272584,0.9869948247843112
1.0099999999999998,0.9968124805728699,0.9924401093139782,0.9618679459848392,0.9862160357019524
1.04,0.9968124805728699,0.9924401093139782,0.9618679459848392,0.9862160357019524
